indivID,day,date,budget,t_a01,t_a02,t_a03,t_a04,t_a05,t_a06,t_a07,t_a08,t_a09,t_a10,t_a11,t_a12,female,age,occ_full_time,weekend
146449,3,20161204,1440,0,0,0,0,0,0,0,0,0,1440,0,0,1,34.5,0,1
146449,4,20161205,1440,0,0,0,9,0,0,0,0,0,1409,22,0,1,34.5,0,0
146449,7,20161208,1440,0,1059,0,27,0,0,0,0,0,303,51,0,1,34.5,0,0
146449,8,20161209,1440,0,811,0,60,0,0,0,0,0,516,53,0,1,34.5,0,0
146449,9,20161210,1440,0,0,0,0,0,0,83,0,0,1347,10,0,1,34.5,0,1
146449,10,20161211,1440,0,0,0,0,0,0,115,0,0,1314,11,0,1,34.5,0,1
146449,12,20161213,1440,0,393,0,30,0,0,0,0,0,924,93,0,1,34.5,0,0
186397,3,20161206,1440,0,260,0,0,0,0,113,0,0,841,226,0,0,62.5,1,0
186397,4,20161207,1440,0,468,0,0,0,0,3,0,0,810,159,0,0,62.5,1,0
186397,8,20161211,1440,0,0,0,0,0,0,0,0,0,1440,0,0,0,62.5,1,1
186397,9,20161212,1440,0,554,0,0,485,0,0,0,0,260,141,0,0,62.5,1,0
186397,12,20161215,1440,0,527,0,0,0,0,0,0,0,735,178,0,0,62.5,1,0
243911,2,20161118,1440,0,0,0,0,36,0,0,0,0,1335,69,0,0,62.5,0,0
243911,3,20161119,1440,0,0,0,0,96,0,0,0,0,1265,79,0,0,62.5,0,1
243911,4,20161120,1440,0,0,0,0,0,0,0,0,0,1440,0,0,0,62.5,0,1
243911,5,20161121,1440,0,0,0,0,0,0,0,0,0,1440,0,0,0,62.5,0,0
243911,6,20161122,1440,0,0,0,0,0,0,0,0,0,1440,0,0,0,62.5,0,0
243911,7,20161123,1440,0,0,0,0,10,0,0,0,0,1390,40,0,0,62.5,0,0
243911,8,20161124,1440,0,0,0,0,0,0,1020,0,0,240,180,0,0,62.5,0,0
243911,9,20161125,1440,0,0,0,0,0,0,0,0,0,1440,0,0,0,62.5,0,0
243911,10,20161126,1440,0,0,0,0,0,0,0,0,0,1440,0,0,0,62.5,0,1
243911,11,20161127,1440,0,0,0,0,0,0,0,0,0,1440,0,0,0,62.5,0,1
243911,12,20161128,1440,0,0,0,0,0,0,0,0,0,1440,0,0,0,62.5,0,0
243911,13,20161129,1440,0,0,0,0,0,0,0,0,3,1077,360,0,0,62.5,0,0
262132,4,20161111,1440,0,0,0,0,0,0,135,14,0,871,420,0,1,62.5,0,0
262132,7,20161114,1440,0,0,0,0,1,0,129,0,0,1221,89,0,1,62.5,0,0
262132,9,20161116,1440,20,0,0,0,336,0,256,0,0,695,133,0,1,62.5,0,0
262132,10,20161117,1440,191,266,0,0,0,0,0,0,0,913,70,0,1,62.5,0,0
262132,11,20161118,1440,0,0,0,55,0,0,203,0,0,998,184,0,1,62.5,0,0
262132,13,20161120,1440,0,0,0,0,0,0,158,0,0,1182,100,0,1,62.5,0,1
271449,11,20161029,1440,0,0,0,25,0,0,68,0,371,936,40,0,0,44.5,1,1
271449,12,20161030,1440,0,0,0,0,0,0,0,0,124,1292,24,0,0,44.5,1,1
271449,14,20161101,1440,0,531,0,0,0,0,0,0,46,635,228,0,0,44.5,1,0
274689,2,20161124,1440,0,252,0,0,0,0,0,0,0,427,761,0,0,62.5,1,0
288696,2,20170118,1440,0,1110,0,0,0,0,0,0,0,285,45,0,1,34.5,1,0
288696,3,20170119,1440,0,0,0,0,0,0,0,0,0,1440,0,0,1,34.5,1,0
288696,4,20170120,1440,0,0,0,0,0,0,0,0,0,1440,0,0,1,34.5,1,0
288696,7,20170123,1440,0,298,0,18,0,0,0,0,0,883,241,0,1,34.5,1,0
288696,9,20170125,1440,0,0,0,4,0,0,0,0,0,1394,42,0,1,34.5,1,0
288696,10,20170126,1440,0,340,0,0,0,0,0,0,0,936,164,0,1,34.5,1,0
288696,12,20170128,1440,0,0,0,22,12,0,0,0,202,904,300,0,1,34.5,1,1
339155,2,20170124,1440,0,0,0,0,0,0,0,0,0,1440,0,0,0,54.5,0,0
339155,5,20170127,1440,613,0,0,6,6,4,165,0,0,421,225,0,0,54.5,0,0
339155,7,20170129,1440,600,0,0,9,420,0,0,0,0,353,58,0,0,54.5,0,1
339155,14,20170205,1440,0,0,0,26,0,0,108,0,0,1279,27,0,0,54.5,0,1
346575,3,20161204,1440,0,0,0,132,5,0,0,0,0,1246,57,0,0,27,1,1
346575,4,20161205,1440,0,502,0,0,0,0,0,0,0,903,35,0,0,27,1,0
346575,6,20161207,1440,0,0,0,0,0,0,0,0,0,1427,13,0,0,27,1,0
346575,8,20161209,1440,0,20,0,0,309,0,38,0,0,0,823,250,0,27,1,0
346575,12,20161213,1440,0,0,0,26,0,0,383,0,0,960,71,0,0,27,1,0
346575,13,20161214,1440,0,4,0,0,0,0,379,0,0,459,598,0,0,27,1,0
346575,14,20161215,1440,0,500,0,0,0,0,0,0,0,905,35,0,0,27,1,0
384000,2,20161120,1440,0,0,0,0,0,0,0,0,0,1440,0,0,0,62.5,0,1
384000,3,20161121,1440,0,0,0,0,0,0,0,0,0,1440,0,0,0,62.5,0,0
384000,4,20161122,1440,0,0,0,0,0,0,0,0,0,1440,0,0,0,62.5,0,0
384000,5,20161123,1440,0,0,0,0,0,0,0,0,0,1440,0,0,0,62.5,0,0
384000,9,20161127,1440,0,0,0,0,0,0,0,0,0,1440,0,0,0,62.5,0,1
384000,10,20161128,1440,0,14,0,0,0,0,0,0,0,389,285,752,0,62.5,0,0
384000,11,20161129,1440,0,0,0,0,0,0,0,0,0,1440,0,0,0,62.5,0,0
384000,12,20161130,1440,0,0,0,0,0,0,0,0,0,607,45,788,0,62.5,0,0
385987,2,20161204,1440,0,0,0,0,0,0,370,0,345,480,245,0,1,44.5,1,1
385987,3,20161205,1440,0,0,0,4,0,0,0,0,0,1333,103,0,1,44.5,1,0
385987,6,20161208,1440,0,450,0,60,0,0,0,0,0,760,170,0,1,44.5,1,0
385987,8,20161210,1440,0,0,0,45,0,0,30,0,0,1320,45,0,1,44.5,1,1
385987,9,20161211,1440,0,0,0,75,30,0,0,0,41,1100,194,0,1,44.5,1,1
385987,12,20161214,1440,0,450,0,54,0,0,0,0,0,825,111,0,1,44.5,1,0
392052,2,20161108,1440,0,0,0,0,0,0,0,0,0,1440,0,0,0,54.5,0,0
392052,3,20161109,1440,0,0,0,798,0,0,0,0,0,630,12,0,0,54.5,0,0
392052,4,20161110,1440,0,0,0,0,0,0,0,0,0,1440,0,0,0,54.5,0,0
392052,5,20161111,1440,0,0,0,0,0,0,0,0,0,1440,0,0,0,54.5,0,0
392052,6,20161112,1440,0,0,0,0,0,0,0,0,0,1440,0,0,0,54.5,0,1
392052,7,20161113,1440,0,0,0,533,0,0,0,0,0,894,13,0,0,54.5,0,1
392052,8,20161114,1440,0,274,0,391,0,0,0,0,0,709,66,0,0,54.5,0,0
392052,10,20161116,1440,0,0,0,0,0,0,0,0,0,1440,0,0,0,54.5,0,0
392052,11,20161117,1440,0,0,0,0,0,0,0,0,0,1440,0,0,0,54.5,0,0
392052,12,20161118,1440,0,129,0,0,0,0,0,0,0,1290,21,0,0,54.5,0,0
392860,2,20161122,1440,0,541,0,0,0,0,0,0,0,850,49,0,1,44.5,1,0
392860,3,20161123,1440,0,17,0,0,0,0,0,0,0,838,585,0,1,44.5,1,0
392860,5,20161125,1440,37,557,0,0,0,0,0,0,0,761,85,0,1,44.5,1,0
392860,7,20161127,1440,0,0,0,0,0,0,0,0,0,1440,0,0,1,44.5,1,1
392860,9,20161129,1440,0,572,0,0,0,0,0,0,0,822,46,0,1,44.5,1,0
392860,10,20161130,1440,0,565,0,17,0,0,0,0,0,811,47,0,1,44.5,1,0
508173,3,20161216,1440,0,0,0,0,0,0,0,0,0,1440,0,0,1,34.5,0,0
508173,4,20161217,1440,0,0,0,0,0,0,0,0,0,1440,0,0,1,34.5,0,1
508173,5,20161218,1440,0,0,0,0,0,0,154,0,638,583,65,0,1,34.5,0,1
508173,6,20161219,1440,0,0,0,0,42,0,0,0,1107,250,41,0,1,34.5,0,0
508173,8,20161221,1440,0,0,0,30,0,0,0,0,0,1255,155,0,1,34.5,0,0
508173,9,20161222,1440,0,0,0,17,62,0,13,0,0,1139,209,0,1,34.5,0,0
508173,10,20161223,1440,8,0,0,0,0,0,107,0,0,1211,114,0,1,34.5,0,0
508173,11,20161224,1440,0,0,0,0,0,0,0,0,0,1440,0,0,1,34.5,0,1
508173,12,20161225,1440,0,0,0,0,0,0,0,0,0,1440,0,0,1,34.5,0,1
508173,13,20161226,1440,0,0,0,0,0,0,0,0,979,407,54,0,1,34.5,0,0
508173,14,20161227,1440,0,0,0,39,2,0,5,0,446,826,122,0,1,34.5,0,0
525694,3,20161202,1440,0,510,0,0,0,0,197,0,0,627,106,0,1,27,1,0
525694,10,20161209,1440,0,561,0,0,0,0,0,0,0,824,55,0,1,27,1,0
525694,13,20161212,1440,0,510,0,0,0,0,0,0,0,877,53,0,1,27,1,0
525694,14,20161213,1440,1,500,0,14,0,0,0,0,0,862,63,0,1,27,1,0
582836,7,20161116,1440,0,290,0,0,0,0,40,303,0,468,339,0,1,54.5,0,0
582836,11,20161120,1440,0,0,0,0,0,0,70,0,0,983,387,0,1,54.5,0,1
601386,2,20161019,1440,0,500,0,0,0,0,0,0,80,798,62,0,0,21,1,0
601386,3,20161020,1440,0,500,0,18,0,0,0,0,0,851,71,0,0,21,1,0
601386,5,20161022,1440,0,0,0,0,7,0,184,0,0,1157,92,0,0,21,1,1
601386,7,20161024,1440,0,496,0,0,4,0,0,0,88,782,70,0,0,21,1,0
601386,8,20161025,1440,0,480,0,0,0,0,4,0,72,823,61,0,0,21,1,0
601386,9,20161026,1440,0,488,0,0,0,0,340,0,0,511,101,0,0,21,1,0
601386,11,20161028,1440,0,486,0,31,27,0,309,0,0,458,129,0,0,21,1,0
601386,12,20161029,1440,1,0,0,0,0,0,923,0,0,444,72,0,0,21,1,1
601386,13,20161030,1440,0,0,0,0,0,0,37,0,11,1372,20,0,0,21,1,1
601704,2,20161105,1440,0,0,0,0,16,0,63,0,0,1122,239,0,1,54.5,0,1
601704,4,20161107,1440,0,0,0,52,0,0,0,0,0,1368,20,0,1,54.5,0,0
601704,5,20161108,1440,0,217,0,12,0,0,0,0,0,1143,68,0,1,54.5,0,0
601704,7,20161110,1440,0,0,0,21,0,0,0,0,0,1403,16,0,1,54.5,0,0
601704,10,20161113,1440,0,0,0,0,4,0,183,0,0,929,324,0,1,54.5,0,1
601704,12,20161115,1440,0,0,0,0,0,0,166,0,0,1033,241,0,1,54.5,0,0
601704,13,20161116,1440,0,246,0,0,0,0,0,0,0,1143,51,0,1,54.5,0,0
646206,2,20161204,1440,0,0,0,0,0,0,99,0,0,1269,72,0,0,34.5,0,1
646206,3,20161205,1440,0,365,0,0,0,0,25,0,0,874,176,0,0,34.5,0,0
646206,6,20161208,1440,0,0,0,0,0,0,0,0,0,1440,0,0,0,34.5,0,0
646206,8,20161210,1440,0,0,0,90,771,0,35,0,0,453,91,0,0,34.5,0,1
646206,9,20161211,1440,0,0,0,34,0,0,5,0,0,1209,192,0,0,34.5,0,1
646206,12,20161214,1440,0,165,0,0,10,0,246,0,0,450,569,0,0,34.5,0,0
646206,13,20161215,1440,0,0,0,27,441,0,386,0,0,543,43,0,0,34.5,0,0
646206,14,20161216,1440,0,0,0,0,1077,0,0,0,0,360,3,0,0,34.5,0,0
685976,2,20161203,1440,0,0,0,53,0,12,114,0,0,1090,171,0,1,54.5,1,1
685976,5,20161206,1440,0,227,0,335,0,0,0,0,0,800,78,0,1,54.5,1,0
685976,6,20161207,1440,0,519,0,42,0,0,0,0,0,826,53,0,1,54.5,1,0
685976,8,20161209,1440,0,512,0,0,0,0,43,0,0,837,48,0,1,54.5,1,0
685976,10,20161211,1440,0,0,0,0,0,0,0,0,0,1440,0,0,1,54.5,1,1
685976,11,20161212,1440,0,516,0,0,0,0,106,0,0,766,52,0,1,54.5,1,0
685976,12,20161213,1440,0,442,0,84,88,5,74,0,0,678,69,0,1,54.5,1,0
727697,4,20161210,1440,0,0,0,0,63,0,0,0,0,1357,20,0,0,44.5,1,1
727697,5,20161211,1440,0,0,0,0,0,896,0,0,0,536,8,0,0,44.5,1,1
727697,7,20161213,1440,0,537,0,0,0,0,0,0,0,776,127,0,0,44.5,1,0
727697,12,20161218,1440,0,0,0,0,0,0,0,0,0,1440,0,0,0,44.5,1,1
727697,13,20161219,1440,0,508,0,0,0,0,0,0,0,829,103,0,0,44.5,1,0
727697,14,20161220,1440,0,0,0,0,2,0,316,0,0,1061,61,0,0,44.5,1,0
732117,2,20161106,1440,0,0,0,0,0,0,0,0,0,1440,0,0,0,54.5,1,1
732117,4,20161108,1440,0,242,0,0,0,0,0,0,0,1160,38,0,0,54.5,1,0
732117,5,20161109,1440,0,113,0,0,41,0,0,0,0,1146,140,0,0,54.5,1,0
732117,7,20161111,1440,6,0,0,36,0,0,0,0,46,1171,181,0,0,54.5,1,0
732117,9,20161113,1440,0,0,0,0,0,0,0,0,669,749,22,0,0,54.5,1,1
732117,10,20161114,1440,0,0,0,0,0,0,0,0,0,1440,0,0,0,54.5,1,0
732117,12,20161116,1440,0,0,0,0,0,0,124,0,0,1293,23,0,0,54.5,1,0
732117,13,20161117,1440,0,378,0,0,4,0,53,0,0,970,35,0,0,54.5,1,0
732117,14,20161118,1440,0,140,0,9,0,0,0,0,0,1008,69,214,0,54.5,1,0
736559,7,20161207,1440,0,0,0,0,0,0,100,0,0,1287,53,0,1,27,1,0
736559,9,20161209,1440,0,465,0,0,0,0,0,0,0,934,41,0,1,27,1,0
736559,12,20161212,1440,0,442,0,0,1,0,0,0,315,628,54,0,1,27,1,0
736559,13,20161213,1440,0,420,0,0,0,0,0,0,0,758,262,0,1,27,1,0
746774,3,20161204,1440,0,0,0,23,0,0,102,0,0,1283,32,0,0,34.5,1,1
746774,5,20161206,1440,1,472,0,0,30,0,0,0,0,831,106,0,0,34.5,1,0
746774,7,20161208,1440,9,0,0,0,0,0,18,0,0,1292,121,0,0,34.5,1,0
746774,8,20161209,1440,6,0,0,0,0,0,82,0,0,1283,50,19,0,34.5,1,0
746774,11,20161212,1440,4,407,0,26,0,0,0,0,0,922,81,0,0,34.5,1,0
746774,12,20161213,1440,0,560,0,0,0,0,0,0,0,803,77,0,0,34.5,1,0
746774,14,20161215,1440,5,344,0,0,0,0,0,0,0,966,125,0,0,34.5,1,0
793923,5,20161121,1440,0,509,0,0,0,0,0,0,0,827,104,0,0,44.5,1,0
793923,6,20161122,1440,0,0,0,0,0,0,0,0,0,1440,0,0,0,44.5,1,0
793923,7,20161123,1440,0,508,0,7,0,0,0,0,0,794,131,0,0,44.5,1,0
793923,9,20161125,1440,0,331,0,29,0,0,0,0,0,988,92,0,0,44.5,1,0
793923,12,20161128,1440,0,0,0,0,0,0,0,0,0,1440,0,0,0,44.5,1,0
793923,14,20161130,1440,0,442,0,5,0,0,0,0,0,802,191,0,0,44.5,1,0
810991,2,20161014,1440,0,0,0,0,0,0,0,0,0,1437,3,0,0,34.5,1,0
810991,3,20161015,1440,0,0,0,0,0,0,0,0,0,1440,0,0,0,34.5,1,1
810991,4,20161016,1440,0,0,0,0,0,0,0,0,0,1440,0,0,0,34.5,1,1
810991,6,20161018,1440,0,0,0,0,0,0,0,0,0,1440,0,0,0,34.5,1,0
810991,7,20161019,1440,0,0,0,0,0,0,0,0,0,1440,0,0,0,34.5,1,0
810991,8,20161020,1440,0,0,0,0,0,0,0,0,0,1440,0,0,0,34.5,1,0
810991,10,20161022,1440,0,0,0,0,0,0,614,0,0,771,55,0,0,34.5,1,1
810991,11,20161023,1440,0,0,0,0,0,0,0,0,0,1440,0,0,0,34.5,1,1
810991,14,20161026,1440,0,507,0,0,0,0,0,0,0,892,41,0,0,34.5,1,0
820000,2,20170218,1440,74,0,0,166,0,0,0,0,0,1158,42,0,1,54.5,1,1
820000,3,20170219,1440,151,0,0,22,0,0,102,0,0,1135,30,0,1,54.5,1,1
820000,4,20170220,1440,0,493,0,0,0,0,0,0,0,906,41,0,1,54.5,1,0
820000,5,20170221,1440,0,486,0,0,0,0,0,0,0,922,32,0,1,54.5,1,0
820000,9,20170225,1440,0,0,0,0,0,0,0,0,0,1436,4,0,1,54.5,1,1
820000,11,20170227,1440,0,486,0,0,0,0,0,0,0,912,42,0,1,54.5,1,0
820000,12,20170228,1440,0,498,0,0,0,0,0,0,0,883,59,0,1,54.5,1,0
820000,13,20170301,1440,0,483,0,58,0,0,0,0,0,857,42,0,1,54.5,1,0
820000,14,20170302,1440,0,487,0,0,0,0,0,0,0,908,45,0,1,54.5,1,0
825445,2,20161201,1440,0,0,0,0,0,0,0,0,0,1440,0,0,1,54.5,1,0
825445,12,20161211,1440,0,0,0,107,529,0,0,0,0,685,119,0,1,54.5,1,1
825445,13,20161212,1440,0,451,0,0,1,0,7,0,0,328,653,0,1,54.5,1,0
835960,8,20161209,1440,0,0,0,0,0,0,0,0,0,1440,0,0,0,34.5,1,0
835960,10,20161211,1440,0,0,0,0,0,0,0,0,0,1440,0,0,0,34.5,1,1
835960,11,20161212,1440,0,163,0,0,0,0,0,0,0,802,475,0,0,34.5,1,0
835960,12,20161213,1440,0,0,0,0,0,0,0,0,0,1440,0,0,0,34.5,1,0
835960,13,20161214,1440,0,2,0,0,581,0,0,0,0,258,599,0,0,34.5,1,0
835960,14,20161215,1440,0,418,0,0,291,0,0,0,0,536,195,0,0,34.5,1,0
853822,3,20161119,1440,0,0,0,19,0,0,0,0,0,1395,26,0,1,34.5,1,1
853822,5,20161121,1440,67,0,0,61,71,0,87,0,58,996,100,0,1,34.5,1,0
853822,6,20161122,1440,208,0,0,60,0,0,0,0,4,1098,70,0,1,34.5,1,0
853822,7,20161123,1440,63,0,0,111,0,0,46,0,0,1037,183,0,1,34.5,1,0
853822,8,20161124,1440,85,0,0,0,0,0,9,0,172,1087,87,0,1,34.5,1,0
853822,13,20161129,1440,32,0,0,42,40,0,54,0,86,1042,144,0,1,34.5,1,0
855251,2,20161128,1440,0,503,0,0,0,0,2,0,315,535,85,0,1,27,1,0
855251,3,20161129,1440,0,203,0,0,0,0,103,0,0,819,315,0,1,27,1,0
855251,4,20161130,1440,0,485,0,0,20,0,0,0,0,863,72,0,1,27,1,0
855251,5,20161201,1440,0,540,0,0,0,0,120,0,0,701,79,0,1,27,1,0
855251,7,20161203,1440,0,0,0,0,0,0,398,0,0,990,52,0,1,27,1,1
855251,8,20161204,1440,0,0,0,0,0,0,280,0,46,955,159,0,1,27,1,1
855251,9,20161205,1440,40,493,0,0,0,0,9,0,0,822,76,0,1,27,1,0
855251,10,20161206,1440,0,0,0,0,15,0,171,0,0,851,403,0,1,27,1,0
855251,12,20161208,1440,0,465,0,0,0,0,287,0,0,523,165,0,1,27,1,0
855251,14,20161210,1440,0,0,0,0,57,0,306,0,0,1032,45,0,1,27,1,1
867928,2,20161208,1440,0,0,0,123,0,0,108,102,0,820,287,0,1,34.5,1,0
867928,3,20161209,1440,0,0,0,66,0,0,43,126,0,844,361,0,1,34.5,1,0
867928,4,20161210,1440,0,0,0,0,1,0,119,0,0,1042,278,0,1,34.5,1,1
867928,5,20161211,1440,0,0,0,0,0,0,0,0,0,1440,0,0,1,34.5,1,1
867928,6,20161212,1440,0,0,0,82,105,0,123,0,0,984,146,0,1,34.5,1,0
867928,7,20161213,1440,0,569,0,0,0,0,0,0,0,301,570,0,1,34.5,1,0
867928,9,20161215,1440,0,0,0,0,0,0,0,0,0,1426,14,0,1,34.5,1,0
867928,11,20161217,1440,0,0,0,0,0,0,582,0,0,800,58,0,1,34.5,1,1
867928,12,20161218,1440,0,0,0,0,0,0,0,0,0,1440,0,0,1,34.5,1,1
867928,14,20161220,1440,0,0,0,0,0,0,0,0,0,1424,16,0,1,34.5,1,0
900000,4,20170213,1440,0,241,0,0,0,0,0,0,82,1041,76,0,0,34.5,1,0
900000,5,20170214,1440,0,468,0,21,0,0,0,0,0,907,44,0,0,34.5,1,0
900000,10,20170219,1440,0,0,0,0,0,0,0,0,0,1440,0,0,0,34.5,1,1
900000,11,20170220,1440,0,0,0,0,0,0,0,0,0,1440,0,0,0,34.5,1,0
900000,13,20170222,1440,0,478,0,0,0,0,0,0,0,908,54,0,0,34.5,1,0
900000,14,20170223,1440,0,0,0,0,0,0,0,0,256,436,748,0,0,34.5,1,0
944642,2,20161124,1440,480,0,0,13,0,0,205,0,0,647,95,0,0,44.5,1,0
944642,3,20161125,1440,0,540,0,0,0,0,201,0,0,440,250,9,0,44.5,1,0
944642,4,20161126,1440,0,0,0,0,0,0,877,0,0,420,143,0,0,44.5,1,1
944642,5,20161127,1440,0,0,0,0,0,0,0,0,731,557,152,0,0,44.5,1,1
944642,8,20161130,1440,855,0,0,0,0,0,0,0,0,550,35,0,0,44.5,1,0
944642,10,20161202,1440,0,570,0,0,0,0,0,0,0,795,75,0,0,44.5,1,0
944642,11,20161203,1440,0,0,0,30,0,0,0,0,0,1373,37,0,0,44.5,1,1
944642,12,20161204,1440,0,0,0,0,0,0,174,0,0,1253,13,0,0,44.5,1,1
944642,13,20161205,1440,0,378,0,10,0,0,0,0,0,953,99,0,0,44.5,1,0
963229,6,20161114,1440,0,423,0,0,0,0,0,0,0,884,42,91,0,70,0,0
963229,9,20161117,1440,0,514,0,0,0,0,8,0,0,864,54,0,0,70,0,0
963229,10,20161118,1440,0,525,0,13,0,0,0,0,0,867,35,0,0,70,0,0
963229,11,20161119,1440,0,0,0,0,0,0,193,0,0,854,393,0,0,70,0,1
1013302,2,20161111,1440,0,0,0,0,0,0,0,0,6,1424,10,0,0,70,0,0
